Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cuba,CUB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22701.96044,23897.75198,24342.34454,24358.34994,24637.58086,24932.89034,25445.7018,26251.05178,27005.29252,26890.91975,26884.27092,27224.40097,26175.4939,25921.15841,25379.2977,25090.20812,24808.40367,25475.48966,25656.45853,25530.20685,
Cayman Islands,CYM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71406.65604,73399.68771,72406.3423,65886.33056,63298.17851,64014.74282,62795.90211,62440.00804,63067.41952,64233.53429,66639.55055,69572.49685,73437.4997,,
Cyprus,CYP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13316.12842,13513.86842,14724.10383,14816.32275,15697.49042,17054.83567,17276.94732,17774.43484,18757.97741,19662.70003,21297.77084,22871.7204,23556.31853,24254.79598,25923.23348,27763.22638,29975.32419,32841.71943,34830.12174,33909.73388,33449.08639,33313.47006,31834.72011,30375.11892,30080.30001,31815.13974,35719.06637,38050.85774,40476.38627,41514.51051,38458.19126
Czech Republic,CZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12772.94664,11699.20644,11893.04341,12169.70316,12786.56648,13825.94573,14653.62038,14819.49464,14977.116,15396.31178,16242.54319,17628.67715,18252.57277,19517.93567,20914.73323,22095.38785,23891.70474,26250.47641,27974.48713,27781.94467,27903.25872,29001.36804,29254.73127,30818.10816,32502.47535,33899.28657,36097.70526,38824.88792,41127.25405,43004.52847,
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19415.9836,20944.79846,21668.67876,21821.47242,22741.49691,23507.69054,24019.34354,24564.12907,25344.04412,26291.21108,27210.87226,28380.81155,29178.63747,29877.32637,31307.86159,31794.09601,34114.62124,36243.46043,37802.38743,36842.9162,38982.4263,42541.53109,43359.61483,44993.89275,47011.55109,47609.781,50579.68393,52952.87502,54954.84675,55891.20361,
Djibouti,DJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4103.941204,4289.03425,4574.449852,4692.550689,4885.205039,5339.261075,5768.83109,
Dominica,DMA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298.836089,4507.015194,4691.983927,4888.173378,4978.384669,5232.29933,5506.837085,5751.871824,6071.289089,6212.195983,6516.262481,6652.990736,6551.163326,7070.249287,7451.789963,7713.163913,8300.59253,9055.031951,9884.039512,9840.244095,10017.76187,10199.12424,9946.830265,10145.91938,10909.37663,11141.2011,11949.53406,11304.04333,11814.02072,12577.73986,
Denmark,DNK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18199.66428,19027.90173,19776.88817,20180.27697,21637.092,22641.34197,23682.99479,24919.71778,25813.01309,26653.8239,28670.59,29450.04298,30640.34562,30788.62457,32911.40153,34150.15946,37284.45475,38958.85953,41278.32683,40361.09639,43035.89206,44403.38484,44803.96824,46726.85414,47901.44736,49045.33919,51976.00571,55356.68078,57462.77601,60334.80863,
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3668.381286,3756.146442,4193.275221,4524.399503,4656.492328,4937.334879,5238.826446,5708.188065,6062.521345,6414.739349,6760.128879,6973.542806,7295.057367,7226.721282,7506.733761,8356.008402,9274.89755,10098.69897,10491.61515,10539.39892,11410.35346,11869.12309,11900.485,12482.16212,13475.01117,14740.82687,16109.86367,16735.36442,18137.0524,19191.58039,
Algeria,DZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6916.495704,6892.903083,7010.168501,6871.197227,6812.219797,7082.784019,7377.696971,7465.899072,7816.771613,8068.296135,8446.587162,8775.117306,9293.836506,10019.35721,10591.03746,11405.64174,11776.0396,12311.03758,12643.15061,12722.37782,13095.44828,13500.04386,13303.32752,13056.80259,13003.26678,12015.63291,11624.34071,11737.41616,11921.72533,11997.33783,
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.59153,1585.12915,1762.365606,1965.434806,2184.462172,2412.846028,2640.164388,2831.69945,2852.927854,3030.232427,3292.384289,3549.063399,3846.710522,4215.693351,4667.940525,5224.240509,5896.2623,6715.823613,7354.536165,7902.532273,8698.353947,9544.114902,10348.70178,10946.55612,11456.67718,11786.34195,12304.98277,12977.82963,14046.45727,15067.00222,
Early-demographic dividend,EAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2901.802932,3077.657815,3214.58095,3305.351197,3410.651516,3535.179838,3729.345934,3882.366898,3842.717084,3919.173399,4123.024844,4216.85244,4293.565496,4534.908253,4889.038976,5262.203093,5693.722074,6113.045599,6400.355298,6500.6689,6906.640321,7307.082745,7676.04432,7915.348428,8136.34855,8234.214358,8522.722821,8939.074394,9379.62825,9626.850381,
East Asia & Pacific,EAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3212.244516,3458.316881,3681.682804,3921.875,4205.26788,4521.553434,4840.949807,5095.003253,5092.690041,5330.573257,5731.548102,6030.536228,6403.636609,6821.000239,7402.585103,8055.83602,8841.684589,9777.171824,10403.96328,10802.17851,11726.97346,12614.66708,13459.92893,14166.95901,14688.87686,15106.25041,15599.73636,16328.97083,17417.83243,18414.3416,
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6936.72073,6754.466907,6229.219613,6020.532391,5474.284227,5504.279783,5593.266792,5826.505555,5355.469528,5529.460712,6177.401154,6547.851215,7019.169308,7740.192214,8677.486437,9742.610977,11641.49531,12987.94483,14911.64857,14415.22037,15385.0277,16930.44739,17935.57021,19304.86461,19729.39326,19333.7389,19837.20305,21097.43316,22551.78598,23010.71329,
Europe & Central Asia,ECS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11949.38664,12253.13044,12262.69145,12294.89585,12441.22507,12905.09673,13350.62028,13952.42409,14240.26251,14789.45105,15931.32795,16733.31394,17533.14445,18191.84375,19314.94452,20357.01052,22519.05595,24132.79405,25797.05256,25093.7345,26150.33066,27679.79,28437.20454,29736.35722,30483.71914,30904.42859,32328.82409,33977.00671,35672.99453,36795.21093,
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4829.93454,5087.438679,5192.58054,5299.179455,5518.684716,5636.989252,5715.881819,5940.066151,6077.54063,5758.075906,5838.902525,6094.35183,6332.185874,6513.299404,7117.170668,7598.950642,8037.886137,8294.643149,8845.553891,8818.679523,9090.31005,9857.520523,10311.4046,11153.68521,11713.17591,11060.28627,11034.26918,11617.91222,11839.34324,11777.75892,
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3713.488846,3795.057601,3969.292133,4096.447235,4263.635095,4464.639948,4678.064192,4920.254438,5149.259026,5431.885831,5794.125257,6015.095736,6139.678989,6334.571279,6648.429019,7033.918922,7606.755734,8219.482749,8820.716506,9131.499098,9522.509163,9686.046264,11092.74326,11221.38039,10895.94317,11512.40214,11192.37301,11014.48648,11639.23909,12261.18128,
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16973.0675,17930.95129,18506.84408,18741.04471,19554.30613,20402.77426,21028.28027,21909.086,22960.52195,23840.96475,25325.3242,26505.00803,27533.82712,27955.05979,29054.09881,30076.92016,32490.87283,34377.11046,35710.16257,34814.07847,35793.67622,37422.21298,37792.46054,38980.26495,39945.01796,41030.00061,43534.25578,45576.14681,47507.03331,49242.43716,
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.9646439,953.3690703,1191.110923,1258.910144,1405.604335,1543.820332,1580.770815,1581.608299,1528.583659,1639.998347,1642.459892,1553.45552,1547.722454,1575.142285,1556.660155,1578.902665,1420.73827,1459.830084,1485.197496,1625.507673,,,,,,,,,
Spain,ESP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13652.55034,14436.8003,14830.20639,14947.27291,15556.03374,16248.29926,16938.03115,17906.51817,19095.84982,19954.29022,21593.649,22959.09947,24371.59885,25020.30821,26121.97457,27606.93405,30679.12202,32430.12246,33263.2724,32116.00447,31706.8774,31867.97324,31720.12,32434.0032,33525.74063,34903.12748,37286.21343,39528.92539,40720.1908,42185.58612,
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5790.902324,5943.13895,6456.686154,6866.358865,7966.227968,8438.09029,8419.571977,9437.806548,10326.32701,11670.36556,13123.83781,14522.47346,16624.91175,19307.45019,22164.74852,22830.08963,20608.89579,21811.5119,24777.46893,26190.55266,27642.58479,29135.70512,29389.25532,31577.06885,33856.18111,36326.79823,38819.33903,
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0235904,384.6038275,346.583566,387.3254839,394.2677232,413.2199421,458.3262231,466.4710795,442.219479,458.3055937,482.8843857,519.2716699,520.3392868,503.9724698,571.4036616,640.6581436,711.5870396,792.3536127,870.7152669,928.6255634,1028.323759,1134.784509,1213.595972,1283.570449,1513.703236,1657.344704,1878.812682,2021.562908,2154.020877,2315.34773,
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14791.73067,15461.04258,15925.92382,16168.81429,16913.84887,17717.97552,18307.97281,19062.7372,19967.90397,20746.16739,22082.19191,23176.02027,24185.72256,24680.11953,25840.03177,26811.81022,29083.91318,30992.07777,32486.68338,31833.3496,32880.87252,34460.60849,34926.38934,36081.04113,37068.73451,38212.43563,40576.29358,42645.74364,44604.05879,46466.29009,
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1774.135922,1853.373427,1909.647411,1929.688973,1911.986406,1946.664855,2015.888036,2128.860781,2243.000632,2282.550767,2434.38139,2524.921937,2531.005003,2434.629527,2783.452755,3014.423932,3262.786775,3510.130244,3711.451717,3802.827399,3966.264404,3942.672937,4234.888958,4383.667863,4464.637031,4261.46399,4196.976151,4338.096881,4452.876594,4522.045154,
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18102.29572,17516.93988,17228.77333,17435.65368,18434.08702,19539.53346,20038.48081,21786.9099,23575.99493,24767.28067,26796.36034,27807.70811,28605.12232,29021.56705,31175.88347,32051.794,34409.02749,37792.41438,40083.69727,38000.24563,38986.21596,40916.83858,40873.09533,41493.14165,41757.40219,42497.70498,44934.44821,47492.77728,49748.32655,51619.82957,
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200.863551,4186.461704,4485.946637,4624.841653,4896.135659,5060.200491,5339.928302,5264.738994,5345.218442,5858.884053,5857.120175,6090.275907,6377.378884,6564.579847,7086.226534,7336.445863,7638.645846,7694.585699,7777.738694,7653.44494,7914.100926,8263.045462,8839.515862,9536.326349,11346.94584,12412.35073,12631.91218,13429.30061,14178.60249,14263.07159,
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17608.91323,18293.55433,18915.41635,19158.6422,19954.80212,20727.42491,21306.25239,22235.97985,23358.50134,24307.50281,26101.9689,27501.93372,28523.88619,28143.64081,29036.38666,30498.57688,32425.12388,34079.93127,35095.26568,34703.59842,35930.3144,37440.63347,37679.11891,39523.85515,40144.02683,40849.99738,42924.61363,44577.06457,46569.01975,49377.12658,
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770.75874,1917.334229,1987.180688,2146.615523,2136.947305,2302.11748,2253.405433,2150.114419,2241.811661,2314.78468,2489.3349,2604.778237,2664.007764,2759.362709,2753.530421,2910.624802,3017.914444,3069.227308,3079.901602,3154.914681,3265.534002,3422.355846,3388.224357,3276.424261,3213.907135,3349.524806,3373.957156,3490.130487,3544.00482,,
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12395.5543,13231.65126,12764.57043,13223.97882,13643.68919,14249.3019,14658.0193,15374.26303,15692.99709,14146.94158,13852.35029,14117.69894,13968.82257,14199.3112,14315.10905,14755.37041,14366.18749,15187.92082,14517.84764,14177.17353,14837.01701,15638.74717,15356.23542,15114.37751,15370.96799,14699.53605,14286.1897,15006.84404,15098.44541,15582.31491,
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20504.93855,21826.52121,23021.38444,23657.15501,24411.42186,26421.01179,27730.31941,28997.05773,30232.9731,31902.61209,32592.51454,34657.51498,35505.3881,36644.69777,35043.5945,36464.48257,37169.54714,38299.56899,39931.22938,41289.07583,42567.5918,44149.99998,45744.71049,47145.8841,48438.57654,
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5730.909932,4641.831053,2595.752961,1864.294862,1732.544928,1884.359099,2212.64389,2568.64333,2745.296805,2924.391455,3104.515669,3377.051127,3650.857226,4157.879402,4545.293122,5169.062425,5860.358391,6810.190846,7132.205273,6986.004551,7564.06307,8360.297207,9826.052753,10611.77412,11575.54721,12089.16941,12858.4834,13589.70739,14595.63064,15623.15294,
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.36274,1308.329921,1350.453205,1408.694128,1445.42978,1495.57501,1552.142651,1604.150121,1656.988102,1712.408523,1771.536555,1837.249337,1903.14674,1989.766215,2104.810524,2241.286614,2394.929847,2500.804218,2711.875353,2792.967834,2973.833421,3379.484599,3781.865529,5259.618267,5454.14229,5117.337463,4890.018792,4996.639907,5321.727985,5604.128104,
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.1079783,910.6475381,935.9295182,980.0007464,1013.631664,1054.497368,1092.535685,1138.71041,1163.32137,1195.600834,1224.645825,1270.112323,1330.13055,1345.574117,1386.784851,1443.116927,1472.130323,1578.982725,1638.249242,1595.240561,1653.719436,1743.949109,1795.447808,1811.332518,1804.543283,1819.362343,2078.641003,2417.803795,2354.676302,2434.611855,
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557.054585,1597.73442,1632.132238,1666.964849,1653.204875,1650.916192,1666.097342,1723.922599,1749.543954,1830.733473,1913.77573,2004.737845,1908.258107,2011.810755,2142.758164,2091.546094,2078.642292,2134.518965,2244.496609,2341.679449,2434.887175,2215.757104,2199.77775,2121.489633,2027.036356,2066.859359,2068.747801,2072.646833,2209.892593,2316.88503,
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.663318,1075.751237,1087.479629,1111.494697,1146.370845,1196.651187,1333.000803,1416.493364,1010.412408,1015.489912,1072.509819,1096.477048,1078.803854,1080.24771,1113.757473,1169.453041,1203.450946,1245.397791,1278.246751,1298.201267,1338.981048,1439.283435,1355.313564,1364.38361,1378.23754,1597.204254,1746.752746,1925.237737,1888.362477,1880.632747,
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.931747,648.0244483,864.2786177,949.7400698,1092.825769,1264.2179,2065.190672,5049.636773,6071.115521,7429.805266,8617.735067,13808.02319,16076.18189,17891.31945,24283.69501,27963.36362,29646.28639,33506.44766,38407.9243,37447.92322,32965.86466,34279.977,37570.6354,34766.04388,33696.21649,24042.35307,20458.7786,22550.95816,21164.73708,18625.43322,
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13279.47266,13985.25195,14294.49251,14314.57745,14838.17248,15395.31134,16110.2042,17149.94666,18033.07233,18464.73208,19524.68022,20963.84272,22615.93561,23871.96999,25439.35443,25577.52411,28510.94254,29284.67396,30856.01184,30381.49031,27934.40823,25671.51609,24912.18772,25947.94418,26642.105,26721.11952,27471.24159,28645.04362,29680.94183,30869.15098,
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4729.251997,4950.039722,4983.640896,4947.150104,5080.898742,5248.190707,5541.85689,5887.290092,6623.566267,7154.241881,7641.249426,7620.798346,7976.993849,8862.709776,9012.662648,10495.82836,10353.72049,11256.60551,11554.19864,10838.42919,10863.481,11116.74789,11163.81531,11887.35788,13042.05562,14151.90107,15025.54912,16217.49985,17205.36701,17759.61284,
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3377.36855,3523.27207,3680.049031,3816.585363,3955.569705,4135.657289,4233.006816,4389.188528,4551.447652,4682.510781,4840.685322,4942.085048,5094.976141,5205.395052,5400.742956,5630.506504,5991.072003,6413.114088,6625.477957,6582.429865,6725.831239,7025.674554,7320.153417,7446.587991,7758.493135,8194.440681,8221.746427,8317.364101,8654.642809,8982.99404,
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3181.045422,3482.35476,3816.910189,4195.694594,4621.786291,4940.478859,5434.725874,5892.022251,5890.910128,6186.527472,6263.280545,6559.848159,6742.856394,6821.422846,7108.907427,7183.297847,7778.43905,8219.723797,8510.269261,8896.88772,9319.408702,9987.42258,10479.7802,11023.23376,10951.80609,11198.30159,11296.76997,12005.4051,12777.16097,13635.44816,
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18319.4346,19148.15969,19937.89698,20528.54635,21508.30256,22429.2083,23410.45702,24483.84097,25314.52067,26340.78537,28008.54655,28918.02049,29853.35135,30863.75468,32583.39949,34180.61221,36382.57413,38162.5427,39125.05568,38116.24409,39545.49359,41167.20152,42294.62714,43662.33084,44817.48864,45576.94726,46846.28115,48734.99372,50747.36232,52333.95036,
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18270.23471,19800.20994,21334.22546,22798.97474,24141.52503,24738.07839,25123.53331,26637.384,25141.8151,25895.61937,28253.19365,28821.6594,29631.06581,31165.22226,34518.3796,38056.70332,41697.08002,45195.04057,46773.90487,45872.58637,49185.22787,52277.46644,52234.59232,53691.83748,54781.64716,56408.93627,57221.41376,59849.24818,62529.98381,62567.19811,
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052.13287,1993.465966,2102.491562,2228.488361,2217.369256,2336.59023,2355.477688,2435.426682,2479.607023,2427.920639,2591.33182,2648.811862,2720.273677,2824.606613,3006.695955,3210.348586,3443.770859,3671.331944,3816.835248,3674.230955,3778.461924,3928.268538,4032.580856,4142.238456,4452.587991,4823.395396,5147.245133,5561.994542,5806.212598,5980.055596,
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.4803734,1006.950618,995.1469218,1000.328592,995.1203501,1036.225684,1079.848795,1114.419994,1135.339285,1158.770709,1201.789458,1244.932875,1272.504043,1318.60039,1388.978274,1478.919359,1576.088423,1675.58432,1762.305563,1807.454788,1884.303648,1960.430898,2007.862722,2138.1638,2266.976024,2369.871544,2402.44581,2484.917554,2582.889482,2667.910819,
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7995.778258,8724.588524,9467.178322,9821.573943,9867.613424,10587.42603,11550.98805,12646.82769,13549.79446,14533.25416,15300.61249,17421.00708,19318.72112,20768.81211,20009.6279,19814.60197,20804.38888,21168.85123,21820.52052,22060.74113,23005.10114,24876.30967,26800.11898,28554.3891,30245.97622,
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.426236,1222.02461,1160.726766,1102.483969,972.9877159,1071.66833,1115.902379,1145.028144,1162.343331,1190.062343,2095.537027,2098.391899,2115.573704,2190.725599,2185.86463,2297.849586,2370.15431,2528.651666,2600.308147,2742.473729,2628.277722,2805.726005,2762.441368,2872.190054,2897.215069,2903.359903,3025.732726,2980.960584,3064.155219,3028.309382,
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8305.188671,8237.393882,8393.546545,8837.522064,9169.985105,9329.287542,9821.418236,10397.68136,10873.24786,11858.33445,13213.63563,14526.38826,15465.36538,16230.26066,17073.55143,18337.20517,19041.08789,20696.72857,20689.04664,21716.65091,22999.83061,23206.25512,24498.65877,25642.55668,26777.4704,27911.66484,29465.12624,31829.54915,33949.63456,
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2917.143677,3027.686156,3115.209526,3239.477695,3366.466291,3538.721901,3748.35801,3950.456454,3984.057397,4143.427842,4435.35678,4648.961716,4879.092851,5206.037949,5708.154055,6250.243244,6975.572006,7715.915431,8331.926393,8582.293129,9261.481239,9973.240023,10587.50429,11084.03017,11412.93185,11504.48386,11912.89769,12528.30132,13336.38499,13953.40023,
IDA & IBRD total,IBT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2597.270906,2689.495293,2760.934636,2858.566177,2957.385807,3098.952489,3272.658642,3435.404871,3462.978519,3591.162432,3829.652149,4006.321524,4195.664617,4462.145718,4873.967232,5317.49118,5902.223377,6496.48269,6983.598929,7182.988569,7716.113839,8268.691715,8739.24982,9137.015433,9407.441725,9481.670765,9780.654487,10250.36475,10871.48513,11332.65769,
IDA total,IDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1268.187173,1299.557669,1321.85798,1328.990297,1333.83999,1374.490221,1429.540165,1463.053149,1491.634335,1526.451273,1592.818611,1663.552314,1736.476111,1819.840145,1949.196805,2089.51128,2235.902076,2386.13791,2498.573643,2589.332046,2709.784486,2817.494741,2902.066516,3063.122689,3230.247848,3331.577025,3381.193522,3503.300297,3670.628598,3785.651907,
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.048482,2032.027996,2092.115993,2083.224416,2096.247281,2136.613399,2217.38184,2241.864194,2270.895094,2301.666887,2385.753265,2482.984209,2623.442727,2749.658699,2968.931112,3176.306606,3383.586554,3585.960789,3709.007694,3848.358644,4005.671228,4172.348388,4248.775745,4415.848344,4623.912484,4690.705209,4676.879258,4786.586033,4956.270265,5006.991467,
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3082.082407,3347.890609,3585.527826,3845.202069,4156.647876,4522.293019,4891.439253,5134.507989,4447.174302,4484.069189,4743.944717,4956.361105,5190.365062,5465.264103,5816.181753,6254.614382,6708.575594,7229.538282,7710.666304,8021.748065,8505.748148,9095.741723,9713.900487,10067.46574,10278.17731,10247.20634,10494.4738,10935.63172,11644.40972,12312.59815,
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,913.4995537,931.7357392,934.3396573,950.6145419,951.5770028,993.1689905,1035.372699,1073.780886,1102.122148,1139.356962,1197.317533,1255.346954,1294.437406,1357.041399,1441.922669,1549.264441,1665.603241,1789.94876,1897.090071,1962.944213,2063.778043,2140.557377,2228.377098,2385.687956,2532.009331,2651.804459,2735.111624,2864.999778,3033.057405,3183.797346,
