Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.668486,1230.086983,1300.775052,1367.636679,1461.183437,1574.317974,1691.804772,1757.514715,1852.810423,2009.215692,2095.647006,2206.448165,2287.630024,2472.103736,2695.893674,2953.109259,3237.294799,3525.314454,3650.942943,3912.418211,4236.744348,4493.670643,4861.156152,5057.233414,5233.882343,5464.859186,5839.864811,6185.910974,6705.149015,6994.025149,
Not classified,INX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13726.32349,14381.42538,15097.58013,15792.28742,16990.79377,18921.09226,20454.97703,22620.04726,25058.85003,26995.26141,30186.78331,32546.52794,35212.09466,36240.58374,38672.4007,40437.77463,44191.7292,46748.15835,44283.73004,41643.80884,43331.53689,44855.32467,46256.56894,47897.2918,51067.97661,69037.53869,71928.96096,77803.04283,84145.05693,87212.04673,
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7201.776852,8177.841468,8442.418987,8593.399521,8523.810092,8777.87463,9274.504975,9355.092783,9539.827032,9643.033512,10300.53186,10484.40932,11284.43017,12341.61134,13070.55949,13745.92042,14702.9593,16150.3345,16326.32273,16433.26016,17388.89561,18008.8018,15950.10052,15273.84232,15235.70169,13588.46881,14011.54971,14535.87358,13795.31747,12913.16284,
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678.338144,3530.889872,4572.156064,4704.770235,4756.754955,5213.703398,6233.090953,8241.011141,9533.393821,11058.46746,11162.5268,10107.28531,6339.8358,9731.940002,9972.276173,10646.21996,10953.52855,11883.36825,12127.62646,12711.95076,13495.20316,15149.90069,15536.05412,14267.03644,10391.77537,9897.977564,10971.96768,11184.26882,11589.29827,
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21965.26976,22396.20723,21857.35251,22439.76749,23541.10373,23932.56185,24755.09004,26903.87378,28687.53557,29523.1903,29719.3599,31775.61683,32524.02376,32621.87728,35611.00681,37233.19829,39082.21478,41150.03484,43318.35248,41927.61314,39610.35841,40767.23551,41926.34161,44157.55211,45714.79265,48841.24121,53030.7962,55098.24908,57141.92532,58512.65334,
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15209.03682,15949.06642,16981.22869,17624.44301,18843.58151,19899.58828,20735.90492,21405.88021,22045.70113,22584.93853,24930.14062,24918.04789,25224.87873,23818.43355,25208.07899,24831.44992,25685.99456,27482.49565,27433.0635,27486.85346,28825.1062,30539.96337,31693.91787,34145.71261,34212.94449,35438.60803,37834.43818,38898.44359,40357.50742,41947.59009,
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18592.62596,19503.58893,20100.8018,20389.11021,21268.10469,22340.5589,23002.28446,23867.52857,25020.06428,25602.38947,27084.19182,28045.86078,28736.57711,29166.83245,29530.21531,30130.64446,32410.17803,34099.7863,35523.27131,34628.39721,35185.29289,36598.01497,36486.29679,36314.6971,36194.87392,36899.38521,39926.95466,41581.12079,43111.36655,44821.01235,
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4765.937623,5124.354822,5296.470879,5876.352605,6025.546428,6235.169268,6280.331524,6253.970906,6117.62027,6214.266672,6355.847256,6533.373757,6723.677974,7056.147973,7300.058467,7553.201406,7965.477139,8255.173533,8306.504862,7966.130799,7900.199479,8159.876165,8187.193674,8442.028589,8544.227214,8791.288827,9193.363139,9598.387388,9957.894455,10594.27756,
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4388.925906,4371.749159,4833.848186,4894.888761,4999.50562,5210.00401,5251.329543,5386.941488,5503.334763,5671.329567,5937.212056,6271.094807,6611.771075,6864.408925,7452.618815,8043.570462,8619.905762,9171.451177,9565.494347,9628.060439,9460.29138,9402.616207,9189.189209,9322.302465,9181.046389,9464.682256,9445.916868,10003.57497,10253.81745,10497.29791,
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19570.54854,20841.78568,21417.88235,21741.18439,22363.43127,23403.48313,24515.11628,25146.20043,25074.05769,25325.70726,26838.69136,27472.54712,28160.10761,28924.68216,30348.04174,31663.4531,33090.19626,34501.50901,34798.7659,33198.6164,34986.99454,35774.69671,37191.38595,38974.07949,39179.15561,40388.55277,39964.27701,40966.59322,41695.63794,42338.02694,
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8270.779757,7561.952121,7329.986133,6837.618129,6192.493209,5924.82884,6156.123327,6470.002696,6530.413116,6868.859431,7733.789443,8985.655501,10021.89696,11119.88707,12428.83683,13934.72114,15725.3455,17384.92452,17968.23634,17962.83012,19225.07691,20779.44425,22032.17454,24504.76609,24726.47287,23224.11784,23818.82483,24862.96612,26157.65965,27466.22062,
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.470989,1498.023354,1471.639392,1464.965897,1489.243118,1540.713661,1587.053334,1576.527337,1601.281416,1616.519573,1617.534955,1669.329779,1659.382891,1693.256429,1778.543664,1889.787782,2016.604274,2152.221353,2139.158708,2166.326863,2311.976436,2437.880266,2530.344618,2767.396914,3021.427818,3361.977137,3635.276515,4046.234771,4304.771636,4512.981897,
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2546.332254,2384.017155,2076.830673,1796.848315,1467.131134,1402.579196,1506.975557,1660.561939,1688.776656,1749.594379,1863.73919,1987.031712,1999.672673,2157.265386,2342.492744,2384.178026,2505.465168,2766.054482,3027.863024,3101.336928,3085.651935,3297.366837,3618.149726,4042.893053,4281.824074,4214.829509,4681.174733,5046.691535,5256.397923,5223.480006,
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.052555,727.1104117,789.9784828,826.5392346,850.0469965,876.4386318,977.9487409,1082.434161,1164.580646,1237.653777,1344.623967,1499.086236,1723.314317,1936.882901,2159.624609,2314.462012,2299.386884,2427.244502,2611.306349,2868.737515,3045.590961,3185.336272,3388.737638,3675.03862,3928.373934,4259.203119,4574.403027,
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.562961,1281.253495,1302.940322,1328.633798,1363.171086,1372.98668,1400.416188,1425.116747,1509.863023,1482.451188,1582.918808,1567.132487,1624.50952,1658.769866,1644.972761,1745.088268,1758.496776,1800.680276,1756.748131,1746.021506,1716.009211,1749.116551,1838.182029,1921.667894,1916.905858,2106.865391,2206.437261,2235.694985,2308.178768,2366.11136,
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9414.802633,9523.073294,10078.52592,10898.56619,11587.09769,12330.89261,13166.73782,14179.23931,14147.55515,14679.11001,16332.98217,17272.08295,17562.38893,16966.66856,17895.22224,20019.98675,21059.3,21556.33008,23122.9095,22162.39654,22096.7052,22770.50519,21489.25979,22153.4297,23950.13742,23921.52443,24925.3561,25360.09102,26523.52663,27568.41241,
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8352.579893,9471.520346,10181.4991,11026.96267,12183.10703,13497.97804,14689.09436,15716.3477,14969.55423,16807.12948,18539.37698,19713.5273,21396.83775,22084.62639,23763.54553,25186.86757,26875.07048,29050.37565,29946.07749,29529.88442,31748.28179,32546.75365,33557.12872,34244.31214,35324.49767,37902.4004,39575.45428,40957.41806,42487.04195,42727.95076,
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59930.39246,60606.34869,60095.5506,58839.26436,55000.89277,56179.29502,55943.35811,57617.5353,68071.04864,75700.70189,83689.26933,88660.52111,91473.2067,90096.43569,79424.38084,73965.97061,78178.22037,82680.40594,78058.38006,70082.46284,47230.66013,44685.49743,50855.46235,52611.9018,51363.73839,
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6065.705213,6360.378754,6547.681024,6740.347036,7128.543344,7217.075997,7504.561254,7893.811553,8045.601387,8072.507577,8448.6627,8540.066388,8632.223456,8901.445658,9508.376913,10080.81595,10858.46208,11614.70596,12248.09435,12077.38567,12887.7448,13735.65915,14003.50074,14476.28867,14793.50051,14579.6124,14803.96748,15406.76402,15770.89788,16035.41154,
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.760259,1075.512133,1129.932347,1193.379432,1286.049376,1373.254755,1463.661541,1559.989616,1610.077188,1722.283491,1831.968818,1948.394966,2064.430693,2196.991651,2363.318829,2569.536959,2829.041968,3073.742304,3321.909776,3538.648499,3822.625307,4150.826134,4841.645315,5289.478007,5873.749297,6168.481302,6843.559583,7257.812107,7775.131876,8187.702508,
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3839.286738,5690.824474,6437.063793,6916.748352,7284.218156,7636.050057,8456.243141,8579.32308,8908.475362,8859.476264,8952.116927,9146.927213,9170.331421,9189.065038,9667.999483,9955.020556,10281.72577,11522.563,12819.01116,14095.5676,14961.73493,14669.41582,14819.59096,14976.7806,15029.6097,15067.76768,15479.82042,15987.65434,15962.42148,15166.97971,
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.4036591,1007.52975,1037.12223,725.3854272,750.1443204,793.4946724,853.7920324,923.51501,967.9457393,987.0081571,1022.056484,1093.54032,1174.048256,1339.300238,1381.939303,1292.096807,1379.055624,1515.64454,1532.947589,1488.201471,
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17287.20949,18043.56932,17830.22704,17653.6789,19998.58607,21116.57711,23987.54623,25925.36619,27896.30338,28792.91031,28430.08417,29895.20031,11482.10066,24285.29626,19869.13927,14303.01299,12220.0234,11108.72368,13238.00054,15378.57276,15815.87691,
St. Lucia,LCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6824.627315,6981.666087,7613.13862,7749.098898,7948.087179,8155.925044,8435.080042,8403.367131,8908.040443,9160.358217,9265.146239,9062.021376,9173.640724,9673.424753,10570.77629,10749.90076,11621.25034,11971.26801,12629.82331,12207.27014,12412.87751,13256.92641,13079.77252,13489.69609,13760.25078,13551.34523,14291.02275,14945.73328,15627.78683,16101.65446,
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6185.304945,6518.269568,6748.754266,6948.843365,7311.126741,7443.225643,7729.153851,8145.705959,8304.498697,8305.325026,8692.529436,8821.445381,8865.479263,9091.127684,9786.819227,10409.17237,11284.98587,12084.03167,12694.20162,12493.66805,13272.51579,14143.9343,14430.40635,14912.66493,15232.44188,15027.7118,15277.53947,15906.63183,16291.00546,16616.39391,
Least developed countries: UN classification,LDC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.6274505,907.8662766,913.9219063,915.2637332,920.8752508,968.8640676,1016.596206,1056.309632,1084.011901,1120.804067,1180.667094,1239.206691,1289.446281,1352.368454,1443.933585,1566.832106,1694.494486,1836.76971,1955.884289,2023.796277,2127.362662,2196.702556,2286.211293,2404.531192,2552.282577,2621.595456,2697.160706,2826.390506,2973.488127,3109.608133,
Low income,LIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.8929435,743.9545334,736.5676669,743.3135361,747.2399905,778.0712243,812.9683217,844.2068898,859.9581986,878.856579,902.5088737,945.4484502,970.3313588,1009.248334,1065.655127,1143.859503,1222.961644,1314.256847,1388.418508,1431.615996,1508.993623,1527.443716,1515.050368,1584.889305,1705.780366,1788.783503,1812.684615,1873.828102,1941.983886,2007.518947,
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2306.770599,2464.612023,2601.854932,2817.420355,3010.235308,3216.008589,3376.321199,3634.039287,3828.186041,4029.046907,4339.682864,4335.367902,4542.337369,4860.338134,5218.681236,5670.955129,6242.371558,6795.344797,7287.585222,7550.294887,8194.269254,9007.734199,10315.18025,10852.06404,11256.85605,11557.48705,12224.21577,12584.10442,13238.38834,13625.75348,
Lower middle income,LMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.771457,2092.333684,2155.862243,2197.147221,2251.410348,2360.383503,2494.690798,2574.887538,2587.162982,2692.249939,2829.842104,2957.120864,3091.799026,3298.026828,3552.239445,3827.305839,4134.932426,4468.497926,4663.989697,4839.630767,5139.0501,5412.070378,5703.833208,5917.196512,6081.035189,6184.179435,6428.650284,6719.906279,7124.795506,7391.827423,
Low & middle income,LMY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.496213,2600.981207,2665.385033,2759.447537,2855.169163,2989.015708,3158.084765,3311.887816,3334.733458,3465.103923,3698.663022,3871.265548,4062.5429,4331.721307,4728.685461,5164.173167,5729.824315,6308.688338,6788.229999,6990.689052,7515.693321,8054.526843,8519.682575,8911.918134,9177.953582,9245.718033,9534.585194,9991.227617,10600.76882,11045.5047,
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.45801,878.4548422,939.5426773,973.7322151,1031.863509,1066.80604,1125.972718,1167.433868,1181.041598,1190.560375,1256.2162,1327.577427,1362.290259,1459.110307,1533.171802,1643.78796,1770.654116,1935.858751,2031.153137,2065.100951,2186.678682,2328.23012,2354.109584,2621.924987,2871.669112,3093.725748,3062.969778,2782.955985,2743.191942,2705.348278,
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2863.718211,2959.920247,3023.142147,3199.153962,3381.897842,3611.597947,3831.275712,4064.035427,4174.266975,4383.831222,4763.727699,5083.370302,5455.448226,5927.123677,6543.958251,7247.654567,8249.56632,9279.749854,10219.01568,10614.7421,11542.11997,12609.1481,13460.94942,14205.32884,14693.59179,14720.14277,15174.98876,16005.56919,17212.58884,18233.33103,
Lithuania,LTU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5916.114205,6369.852968,7067.09388,7762.225843,7820.717972,8449.565431,9440.15402,10480.72101,12055.23072,13019.57473,14510.53009,16461.79074,19071.44024,20721.0132,18130.05571,20112.09781,22884.82495,24703.68582,26721.57967,28184.47233,28834.42768,30925.17085,33761.87124,36346.39753,38756.11035,
Luxembourg,LUX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29639.00019,32846.98728,33755.49341,35526.67231,37162.2001,39601.24892,41294.86017,42835.67866,44395.42433,50627.92776,55365.29306,55895.61695,58771.50927,60043.96158,64056.87114,68220.06448,77928.01121,83960.98025,86693.89512,82321.87407,85685.785,92005.01684,91622.17742,95590.5387,101297.5757,103722.9908,110660.8669,112308.1738,116644.8481,120962.1878,
Latvia,LVA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5501.053505,5788.711353,6478.932592,7060.886441,7397.610508,8033.305131,9036.579703,10068.68266,11028.41245,12239.67495,13877.6633,15799.45103,18185.44724,19519.62985,16975.8847,17656.51205,19879.20273,21407.51973,22812.91509,23803.8094,24961.35468,26710.1028,28650.00776,30799.42842,32047.34569,
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27033.57008,28163.42586,31879.39179,33600.37779,35052.37095,36230.45791,35988.33689,35774.89719,33813.36227,32771.78282,34680.21002,35646.78672,38500.12416,42718.15343,54248.14278,59035.44325,67430.97465,77607.72874,80111.66082,80017.47741,99164.39174,120358.7134,133521.9164,153610.9045,154095.1817,117108.6318,115700.3248,126919.6535,135060.6205,129428.1357,
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549.079953,2774.439969,2729.058082,2725.603022,3028.392545,2879.880791,3248.058256,3208.421716,3434.527511,3477.878951,3579.349953,3878.290438,4014.239165,4281.400389,4553.557135,4793.267028,5250.521676,5516.874271,5886.672112,6107.380271,6332.125667,6712.323178,6702.418324,6916.013032,6609.609108,7024.963089,7113.0046,7312.056779,7625.735753,7856.245057,7296.158065
Monaco,MCO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3186.275181,3060.050313,3175.811555,3002.661906,2948.042426,3083.73543,3351.094251,3678.128467,4004.961,4428.072832,4920.413061,5327.428299,5647.725732,6218.499816,5897.391828,6396.089272,6913.602292,7363.162319,8381.671833,8827.054108,9254.848605,10610.47784,11651.31745,12659.98366,13572.70437,
Madagascar,MDG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.97927,1141.059463,1146.428489,1162.867811,1151.667133,1159.278374,1168.871649,1194.690344,1216.383616,1251.883972,1295.847874,1360.818239,1174.408527,1274.200237,1336.765705,1401.930419,1478.503104,1559.228132,1648.50405,1550.578323,1534.891278,1548.32761,1530.934508,1535.488761,1555.82272,1546.837624,1606.667579,1584.424475,1658.567842,1677.793713,
Maldives,MDV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6178.299478,6654.045875,7207.688376,7700.563196,8140.217738,8460.551966,8104.626186,8594.783806,9678.614761,10248.25024,8940.544349,11336.57384,12251.65736,13345.16707,12123.85656,12712.34321,13542.99867,13690.7352,14774.18564,15993.05868,16768.82598,17411.26426,18058.58107,19246.80749,20357.00914,
Middle East & North Africa,MEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7570.52402,8287.944946,8710.212732,8919.119337,9095.831374,9277.684449,9688.255322,9979.212052,10377.1522,10520.20524,11267.84109,11446.9555,11590.22154,12114.34582,13199.29202,13957.64506,14848.89558,15693.22655,16358.47866,16254.80738,16906.99975,17493.6755,18066.81435,17951.89414,17652.73446,15916.45164,15575.17675,16195.81371,16518.6671,16626.87154,
Mexico,MEX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8081.835772,8559.900334,8936.048117,8555.64056,9014.382314,8482.6126,9076.087637,9712.090655,10173.16628,10448.82437,11089.81343,11129.86907,11187.47696,11482.44959,12085.76156,12657.63767,13808.17737,14290.06711,14924.82161,14558.24494,15260.62082,16520.25922,17162.92737,17373.89746,18056.78981,18301.50047,19323.66587,19721.26098,20257.82609,20447.88507,
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952.004024,1972.301237,2124.472187,2278.318103,2444.802671,2688.225806,2452.056845,2336.800809,2348.253578,2349.365646,2418.292345,2606.293342,2696.382046,2646.635623,2720.547833,2911.860797,2930.008475,3118.476954,2892.559575,3018.24952,3243.162685,3285.989426,3264.727378,3448.864822,3458.854696,3498.213169,3522.215309,3700.636519,3892.618419,,
Middle income,MIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2643.470114,2740.26804,2811.740284,2914.418226,3019.295818,3163.529828,3345.577869,3511.660325,3537.822269,3680.132453,3934.19062,4121.619166,4331.262302,4625.097334,5057.35352,5530.86757,6147.569124,6779.31398,7305.422129,7531.725296,8109.230587,8708.662293,9231.229602,9666.547091,9959.601359,10038.20175,10366.79133,10878.73833,11561.44784,12064.32554,
North Macedonia,MKD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5526.330698,5368.505042,5142.346469,4882.366364,4904.663225,4947.825722,5082.290506,5217.762261,5435.614603,5703.948234,6128.852756,6028.903358,6305.392634,6503.163541,7080.685557,7759.682543,8582.262248,9240.780529,10417.97284,10920.28917,11283.33267,11611.24859,11839.72572,12653.56372,13368.19071,13827.412,15077.9047,15649.92742,16671.69859,17583.37937,
Mali,MLI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.2248551,909.1043376,878.052876,903.1996105,931.9503753,935.1343628,993.3407741,1032.319291,1094.128257,1142.074749,1134.540845,1299.113231,1320.212365,1422.561686,1437.303131,1528.693782,1594.965013,1639.393681,1693.719715,1731.268439,1787.161674,1826.647557,1763.840251,1812.96622,1915.304472,2032.655872,2189.006622,2246.797421,2338.533676,2419.791829,
Malta,MLT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9330.396766,9976.882324,10573.27785,11196.39045,11969.23743,13957.18141,14625.24226,15485.90721,16219.76476,16937.70313,18363.48832,18518.54616,19599.84587,20907.96331,21527.47121,22306.68105,23289.81433,25028.76045,26523.47087,26669.15685,28744.70029,28973.1956,30243.9878,32295.87873,34344.11163,37455.07042,39695.39915,42404.28983,44141.33028,46071.21899,
Myanmar,MMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.3341152,431.0690698,477.6547994,512.5995961,556.2961333,600.253426,642.5660447,681.7686153,720.5408831,800.9401147,920.6648057,1036.378205,1167.578124,1341.340414,1550.912655,1801.919118,2084.249687,2381.405911,2660.177816,2944.33323,3242.999912,3469.139425,3727.1417,4016.315686,4245.806309,4416.5469,4492.020608,4739.915445,5149.937942,5412.940006,
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4588.748127,4937.477971,5158.122803,5301.312094,5371.86283,5517.358809,5831.971184,6020.198612,6383.243452,6644.783724,7104.622898,7294.224922,7499.339331,7637.497843,8332.699409,8804.398959,9370.028959,10035.40608,10420.79372,10583.40014,11067.99354,11022.73478,11315.72037,11209.64384,10899.92539,10236.45859,10176.11949,10470.98537,10611.64482,10657.73162,
Montenegro,MNE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6004.402945,6773.19696,7100.298233,7333.332788,7835.759367,8313.658703,10444.75748,12444.22471,13816.525,13031.70891,13646.47218,14472.42551,13863.96542,14870.1718,15371.18463,16332.7899,18199.33029,19682.28335,21547.28254,23343.92958,
Mongolia,MNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3346.578553,3110.865236,2854.324542,2804.731503,2903.596845,3129.43587,3231.869516,3387.670017,3510.27713,3638.534932,3729.2515,3887.617211,4095.956473,4418.138425,4963.617727,5424.230118,5989.659985,6689.462292,7319.096892,7167.246789,7581.546671,8912.873391,10227.53027,10549.89206,11056.29853,10767.15474,10742.65661,11311.76113,12201.64701,12837.66772,
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.4912201,308.1079491,285.5869413,310.6273614,324.9395847,327.5226203,359.7940319,396.5101893,429.8685565,474.9368177,478.3107073,532.5498968,574.1496544,606.7072778,652.7959622,697.4311012,766.2768748,824.4820045,877.5984491,914.7770675,958.9374589,1023.065084,1035.522437,1084.98419,1139.051782,1291.268034,1363.674953,1283.65987,1320.702265,1335.700853,
